ORF_percent	AP/AS/APA	Coding_type	Structure_category	diff_percentage	gname	trname	CTRL.flnc.count	A.flnc.count	CTRL.percentage	A.percentage	gene_FLNC_FoldChange	CTRL.class	A.class	log2(angii_flnc/control_flnc)	tag
0.9933110367892977	Processing	coding	FSM	0.112772	Eda2r	PB.FLNC.19433.13	1	5	0.043478261	0.15625	0.476438044	Inactive	Minor	2.321928095	up
0.9973918713323191	Processing	coding	FSM	0.113636	Fat1	PB.FLNC.7335.54	0	5	0	0.113636364	-1.125530882	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.113636	Ipp	PB.FLNC.14381.45	0	5	0	0.113636364	0.505235308	Inactive	Minor	Inf	up
0.9695906432748538	Processing	coding	FSM	0.113757	Nvl	PB.FLNC.5622.10	1	5	0.071428571	0.185185185	0.94753258	Inactive	Minor	2.321928095	up
1.0	Processing	coding	FSM	0.115942	Yipf6	PB.FLNC.19435.8	0	8	0	0.115942029	0.584962501	Inactive	Minor	Inf	up
0.875	Processing	coding	FSM	0.116071	Aimp2	PB.FLNC.4571.2	2	9	0.071428571	0.1875	0.777607579	Inactive	Minor	2.169925001	up
0.9337349397590361	Processing	coding	FSM	0.116129	Fam162a	PB.FLNC.4206.7	15	48	0.483870968	0.6	1.367731785	Minor	Major	1.678071905	up
0.7728459530026109	Processing	coding	FSM	0.116159	Eme2	PB.FLNC.2529.96	2	8	0.054054054	0.170212766	0.345135486	Inactive	Major	2	up
1.0	Processing	coding	FSM	0.116279	Csde1	PB.FLNC.10230.6	0	5	0	0.11627907	0	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.116667	Terf2	PB.FLNC.8919.13	1	5	0.083333333	0.2	1.058893689	Inactive	Minor	2.321928095	up
1.0	Processing	coding	FSM	0.118514	Arfip2	PB.FLNC.1237.28	2	10	0.037735849	0.15625	0.272079545	Inactive	Minor	2.321928095	up
1.0	Processing	coding	FSM	0.120155	Dcun1d3	PB.FLNC.1342.32	2	10	0.046511628	0.166666667	0.480625841	Inactive	Minor	2.321928095	up
1.0	Processing	coding	FSM	0.120749	Sun2	PB.FLNC.16863.72	8	35	0.039800995	0.160550459	0.117132634	Inactive	Minor	2.129283017	up
0.9721886336154776	Processing	coding	FSM	0.121702	LOC120094815	PB.FLNC.19122.84	6	17	0.24	0.361702128	0.910732662	Minor	Major	1.502500341	up
1.0	AP	coding	FSM	0.122078	Lamtor3	PB.FLNC.10455.1	3	16	0.085714286	0.207792208	1.137503524	Inactive	Minor	2.415037499	up
0.9727810650887574	Processing	coding	FSM	0.122807	Ap1g1	PB.FLNC.8942.3	4	12	0.210526316	0.333333333	0.921997488	Minor	Major	1.584962501	up
1.0	Processing	coding	FSM	0.12433	Eif4g1	PB.FLNC.4353.72	4	30	0.03960396	0.163934426	0.857488356	Inactive	Minor	2.906890596	up
1.0	Processing	coding	FSM	0.125	Hnrnpul2	PB.FLNC.1848.27	0	5	0	0.125	-0.350497247	Inactive	Minor	Inf	up
0.8151260504201681	Processing	coding	FSM	0.125	Sec61a2	PB.FLNC.8038.3	0	10	0	0.125	1	Inactive	Minor	Inf	up
0.9395604395604396	Processing	coding	FSM	0.126363	Kat5	PB.FLNC.1751.4	4	22	0.075471698	0.201834862	1.04026387	Inactive	Minor	2.459431619	up
1.0	Processing	coding	FSM	0.126652	Rock1	PB.FLNC.8136.3	1	8	0.01369863	0.140350877	-0.356934545	Inactive	Minor	3	up
1.0	Processing	coding	FSM	0.127273	Ube2r2	PB.FLNC.13905.6	0	7	0	0.127272727	0.571906348	Inactive	Minor	Inf	up
0.9989648033126294	Processing	coding	FSM	0.128849	Pkd2	PB.FLNC.5798.61	2	13	0.027777778	0.156626506	0.20511443	Inactive	Minor	2.700439718	up
0.9614147909967846	Processing	coding	FSM	0.129959	Eps15	PB.FLNC.14343.16	2	9	0.046511628	0.176470588	0.246160587	Inactive	Minor	2.169925001	up
0.964735516372796	AS	coding	FSM	0.129973	Tinf2	PB.FLNC.6634.7	1	6	0.076923077	0.206896552	1.157541277	Inactive	Minor	2.584962501	up
0.990990990990991	Processing	coding	FSM	0.130747	LOC498122	PB.FLNC.4378.20	1	5	0.041666667	0.172413793	0.273018494	Inactive	Minor	2.321928095	up
0.639344262295082	Processing	coding	FSM	0.131371	Fam104a	PB.FLNC.3716.59	9	28	0.087378641	0.21875	0.313499473	Inactive	Minor	1.637429921	up
1.0	Processing	coding	FSM	0.131579	Nacc1	PB.FLNC.8770.14	0	5	0	0.131578947	1	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.131579	Oxnad1	PB.FLNC.7062.19	0	5	0	0.131578947	0.160464672	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.132554	Fam174a	PB.FLNC.19035.5	1	5	0.052631579	0.185185185	0.506959989	Inactive	Minor	2.321928095	up
0.9222797927461139	Processing	coding	FSM	0.133333	Ascc1	PB.FLNC.10951.8	0	6	0	0.133333333	0.584962501	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.133918	Atp2b1	PB.FLNC.16345.1	9	40	0.1	0.233918129	0.925999419	Minor	Major	2.152003093	up
1.0	Processing	coding	FSM	0.134725	Ppil3	PB.FLNC.18721.34	1	6	0.058823529	0.193548387	0.866733469	Inactive	Minor	2.584962501	up
1.0	Processing	coding	FSM	0.134919	Slc29a1	PB.FLNC.18461.27	65	223	0.338541667	0.473460722	1.294620749	Minor	Major	1.778532087	up
1.0	APA	coding	FSM	0.135167	Tmem128	PB.FLNC.6084.11	1	15	0.022727273	0.157894737	1.11042399	Inactive	Minor	3.906890596	up
1.0	Processing	coding	FSM	0.136364	Znf740	PB.FLNC.17152.15	3	9	0.272727273	0.409090909	1	Minor	Major	1.584962501	up
1.0	Processing	coding	FSM	0.136452	Zbtb45	PB.FLNC.419.5	2	8	0.074074074	0.210526316	0.493040011	Inactive	Minor	2	up
0.8499156829679595	Processing	coding	FSM	0.138095	Ubp1	PB.FLNC.18205.74	1	8	0.028571429	0.166666667	0.455679484	Inactive	Major	3	up
1.0	Processing	coding	FSM	0.138889	Cbll1	PB.FLNC.15372.2	0	5	0	0.138888889	0.415037499	Inactive	Minor	Inf	up
0.7787418655097614	Processing	coding	FSM	0.138889	Ufsp2	PB.FLNC.7328.3	1	11	0.027777778	0.166666667	0.874469118	Inactive	Minor	3.459431619	up
0.9080459770114943	Processing	coding	FSM	0.139328	Snx1	PB.FLNC.17757.12	3	35	0.026548673	0.165876777	0.900920226	Inactive	Minor	3.544320516	up
1.0	Processing	coding	FSM	0.139366	Ppp2r2a	PB.FLNC.6770.18	5	19	0.064935065	0.204301075	0.27237227	Inactive	Minor	1.925999419	up
1.0	Processing	coding	FSM	0.139482	Fem1c	PB.FLNC.8361.22	1	7	0.03125	0.170731707	0.357552005	Inactive	Minor	2.807354922	up
0.9545454545454546	Processing	coding	FSM	0.140009	Senp2	PB.Polish.2946.6	1	8	0.023255814	0.163265306	0.188445089	Inactive	Minor	3	up
0.9531416400425985	Processing	coding	FSM	0.14023	Wdr36	PB.FLNC.8237.9	2	6	0.066666667	0.206896552	-0.0489096	Inactive	Minor	1.584962501	up
0.8905472636815921	Processing	coding	FSM	0.140625	Fkbp11	PB.FLNC.17077.3	2	13	0.0625	0.203125	1	Inactive	Minor	2.700439718	up
1.0	APA	coding	FSM	0.142801	Timm17a	PB.FLNC.5282.14	2	17	0.064516129	0.207317073	1.403355694	Inactive	Minor	3.087462841	up
1.0	Processing	coding	FSM	0.142857	Chd1	PB.Polish.179.6	0	5	0	0.142857143	0.807354922	Inactive	Minor	Inf	up
0.9832869080779945	AS	coding	FSM	0.142857	Rfng	PB.FLNC.3883.18	0	7	0	0.142857143	1.222392421	Inactive	Minor	Inf	up
0.8549382716049383	Processing	coding	FSM	0.142944	Dnajb2	PB.FLNC.18877.24	8	28	0.07079646	0.213740458	0.213244039	Inactive	Minor	1.807354922	up
1.0	Processing	coding	FSM	0.143665	Plcb3	PB.FLNC.1813.5	1	9	0.029411765	0.173076923	0.612976877	Inactive	Minor	3.169925001	up
1.0	Processing	coding	FSM	0.144185	Cxxc5	PB.FLNC.8275.158	3	19	0.019607843	0.163793103	-0.399406848	Inactive	Major	2.662965013	up
0.5639097744360902	Processing	coding	FSM	0.144522	Cd82	PB.FLNC.11707.4	18	95	0.076923077	0.221445221	0.874469118	Inactive	Minor	2.399930607	up
1.0	Processing	coding	FSM	0.144567	Ppp1cb	PB.FLNC.15189.44	11	55	0.051162791	0.195729537	0.386233471	Inactive	Minor	2.321928095	up
0.9758454106280193	Processing	coding	FSM	0.144689	Ap1s2	PB.FLNC.19324.13	1	5	0.047619048	0.192307692	0.308122295	Inactive	Minor	2.321928095	up
1.0	Processing	coding	FSM	0.145113	Gulp1	PB.FLNC.18644.28	1	6	0.026315789	0.171428571	-0.118644496	Inactive	Minor	2.584962501	up
0.6938775510204082	Processing	coding	FSM	0.145185	Ilkap	PB.FLNC.18998.7	1	5	0.04	0.185185185	0.111031312	Inactive	Minor	2.321928095	up
1.0	Processing	coding	FSM	0.145743	Vamp4	PB.FLNC.5440.8	2	13	0.060606061	0.206349206	0.932885804	Inactive	Minor	2.700439718	up
1.0	Processing	coding	FSM	0.146349	Npdc1	PB.FLNC.11147.1	21	66	0.308823529	0.455172414	1.092446249	Minor	Major	1.652076697	up
0.9432989690721649	Processing	coding	FSM	0.147335	Hsf2	PB.FLNC.11016.8	1	6	0.034482759	0.181818182	0.186413124	Inactive	Minor	2.584962501	up
0.6910299003322259	AS	coding	FSM	0.147436	Rnaseh2a	PB.FLNC.8755.1	1	6	0.083333333	0.230769231	1.115477217	Inactive	Minor	2.584962501	up
0.7917981072555205	AS	coding	FSM	0.147619	Vta1	PB.FLNC.64.7	1	9	0.066666667	0.214285714	1.485426827	Inactive	Minor	3.169925001	up
1.0	Processing	coding	FSM	0.147847	Itch	PB.FLNC.12237.3	2	7	0.036363636	0.184210526	-0.5334322	Inactive	Minor	1.807354922	up
1.0	Processing	coding	FSM	0.148311	Cd48	PB.Polish.3752.5	2	8	0.037735849	0.186046512	-0.3016557	Inactive	Minor	2	up
1.0	Processing	coding	FSM	0.148526	Metap1	PB.FLNC.10461.9	2	10	0.055555556	0.204081633	0.444784843	Inactive	Minor	2.321928095	up
1.0	Processing	coding	FSM	0.14881	Zfp384	PB.FLNC.13515.84	2	8	0.041666667	0.19047619	-0.192645078	Inactive	Major	2	up
0.954843408594319	Processing	coding	FSM	0.14951	Sik3	PB.FLNC.17500.17	1	5	0.058823529	0.208333333	0.497499659	Inactive	Minor	2.321928095	up
0.7874659400544959	Processing	coding	FSM	0.149639	Ccn4	PB.FLNC.16706.16	6	29	0.076923077	0.2265625	0.714597781	Inactive	Minor	2.273018494	up
1.0	Processing	coding	FSM	0.151515	Trappc10	PB.Polish.7076.3	0	5	0	0.151515152	0.137503524	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.151515	Uhmk1	PB.FLNC.5499.22	0	5	0	0.151515152	0.956931278	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.151786	Cwc27	PB.FLNC.9383.2	1	6	0.0625	0.214285714	0.807354922	Inactive	Minor	2.584962501	up
1.0	Processing	coding	FSM	0.151923	Dcakd	PB.FLNC.3610.7	1	17	0.016393443	0.168316832	0.727474145	Inactive	Minor	4.087462841	up
1.0	Processing	coding	FSM	0.152174	Mfap1a	PB.FLNC.11911.50	0	7	0	0.152173913	0.064130337	Inactive	Minor	Inf	up
0.9254237288135593	AS	coding	FSM	0.153846	Camlg	PB.FLNC.7619.7	0	6	0	0.153846154	1.037474705	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.155087	Stx7	PB.FLNC.118.14	2	12	0.038461538	0.193548387	0.253756592	Inactive	Minor	2.584962501	up
0.6029143897996357	AS	coding	FSM	0.15625	Fbxl6	PB.FLNC.16780.13	0	5	0	0.15625	1.093109404	Inactive	Minor	Inf	up
0.6651480637813212	Processing	coding	FSM	0.15625	Setd4	PB.FLNC.4012.3	0	5	0	0.15625	0.912537159	Inactive	Minor	Inf	up
0.8107667210440457	Processing	coding	FSM	0.15641	Spast	PB.FLNC.15161.14	2	7	0.076923077	0.233333333	0.206450877	Inactive	Minor	1.807354922	up
1.0	Processing	coding	FSM	0.157185	Nt5c2	PB.FLNC.2262.40	2	6	0.036363636	0.193548387	-0.827163403	Inactive	Minor	1.584962501	up
1.0	Processing	coding	FSM	0.157672	Ap3m1	PB.FLNC.6405.15	2	21	0.028169014	0.185840708	0.670431843	Inactive	Minor	3.392317423	up
0.5412087912087912	Processing	coding	FSM	0.157895	Vps72	PB.FLNC.10116.4	0	6	0	0.157894737	0.925999419	Inactive	Minor	Inf	up
0.7805755395683454	Processing	coding	FSM	0.159091	Hax1	PB.FLNC.10050.2	3	13	0.090909091	0.25	0.656045599	Inactive	Minor	2.115477217	up
0.8401360544217688	AS	coding	FSM	0.159722	Trnau1ap	PB.FLNC.14621.4	1	8	0.0625	0.222222222	1.169925001	Inactive	Minor	3	up
0.8981723237597912	AP	coding	FSM	0.15	Kmt5a	PB.FLNC.4853.75	0	9	0	0.15	0.69743723	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.15	Srek1ip1	PB.FLNC.9384.9	3	9	0.3	0.45	1	Minor	Major	1.584962501	up
0.9985283296541575	Processing	coding	FSM	0.15	Usp19	PB.FLNC.18137.133	2	7	0.044444444	0.194444444	-0.321928095	Inactive	Minor	1.807354922	up
1.0	Processing	coding	FSM	0.160902	Czib	PB.FLNC.14317.1	4	13	0.210526316	0.371428571	0.881355504	Minor	Major	1.700439718	up
0.9920159680638723	Processing	coding	FSM	0.16129	Tfcp2	PB.Polish.11153.2	0	5	0	0.161290323	0.706268797	Inactive	Minor	Inf	up
0.9203675344563553	Processing	coding	FSM	0.165056	Btrc	PB.FLNC.2222.18	2	11	0.074074074	0.239130435	0.768674454	Inactive	Minor	2.459431619	up
1.0	Processing	coding	FSM	0.166667	Map3k2	PB.FLNC.8227.20	2	8	0.333333333	0.5	1.415037499	Minor	Major	2	up
1.0	Processing	coding	FSM	0.16835	F2rl2	PB.FLNC.9308.4	2	7	0.090909091	0.259259259	0.295455884	Inactive	Minor	1.807354922	up
0.8766233766233766	APA	coding	FSM	0.169492	Mrps16	PB.FLNC.6427.1	0	10	0	0.169491525	1.359081093	Inactive	Minor	Inf	up
0.621264367816092	Processing	coding	FSM	0.16974	Tnks1bp1	PB.FLNC.11648.76	2	14	0.039215686	0.208955224	0.393663848	Inactive	Minor	2.807354922	up
0.9056047197640118	Processing	coding	FSM	0.170213	Sec22a	PB.FLNC.4217.2	0	8	0	0.170212766	0.600392541	Inactive	Minor	Inf	up
0.8304195804195804	Processing	coding	FSM	0.170573	Hadhb	PB.FLNC.15237.60	9	130	0.025210084	0.195783133	0.895259167	Inactive	Minor	3.852442812	up
0.822429906542056	Processing	coding	FSM	0.170732	Cops7b	PB.FLNC.18951.4	2	9	0.048780488	0.219512195	0	Inactive	Minor	2.169925001	up
1.0	Processing	coding	FSM	0.170732	RT1-A3	PB.FLNC.10670.11	0	7	0	0.170731707	0.450661409	Inactive	Minor	Inf	up
0.9429429429429429	Processing	coding	FSM	0.171429	Slc25a44	PB.FLNC.9992.19	6	18	0.428571429	0.6	1.099535674	Minor	Major	1.584962501	up
0.713091922005571	Processing	coding	FSM	0.171429	Snapc2	PB.FLNC.4469.6	6	20	0.4	0.571428571	1.222392421	Minor	Major	1.736965594	up
1.0	Processing	coding	FSM	0.172414	Nmt2	PB.Polish.5327.4	0	5	0	0.172413793	-0.186413124	Inactive	Minor	Inf	up
1.0	AP	coding	FSM	0.173077	Ppdpf	PB.FLNC.12505.11	0	9	0	0.173076923	1.452512205	Inactive	Minor	Inf	up
0.9896640826873385	Processing	coding	FSM	0.173175	Gpalpp1	PB.FLNC.6847.15	1	7	0.052631579	0.225806452	0.706268797	Inactive	Minor	2.807354922	up
0.779783393501805	Processing	coding	FSM	0.174572	Rgs19	PB.FLNC.12526.23	8	23	0.173913043	0.348484848	0.520832163	Minor	Major	1.523561956	up
1.0	Processing	coding	FSM	0.178696	Zc3h18	PB.FLNC.9106.38	2	9	0.040816327	0.219512195	-0.257157839	Inactive	Minor	2.169925001	up
1.0	Processing	coding	FSM	0.179119	Kdm4b	PB.FLNC.18339.20	1	6	0.027777778	0.206896552	-0.311944006	Inactive	Minor	2.584962501	up
0.924812030075188	AP	coding	FSM	0.179487	Nelfe	PB.FLNC.10645.10	0	7	0	0.179487179	1.115477217	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.179739	Ston1	PB.FLNC.15022.2	5	15	0.098039216	0.277777778	0.08246216	Inactive	Minor	1.584962501	up
0.965675057208238	AP	coding	FSM	0.179775	Bscl2	PB.FLNC.1848.79	0	16	0	0.179775281	1.346450414	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.17	Creb3l2	PB.FLNC.12877.30	2	7	0.08	0.25	0.163498732	Inactive	Minor	1.807354922	up
1.0	APA	coding	FSM	0.181141	Snapc1	PB.FLNC.15577.10	1	8	0.076923077	0.258064516	1.253756592	Inactive	Minor	3	up
1.0	AS	coding	FSM	0.18254	Bud31	PB.Polish.3104.2	1	10	0.055555556	0.238095238	1.222392421	Inactive	Minor	3.321928095	up
0.96390760346487	Processing	coding	FSM	0.18254	Dennd4c	PB.FLNC.14178.14	3	11	0.428571429	0.611111111	1.362570079	Minor	Major	1.874469118	up
0.9543666404405979	Processing	coding	FSM	0.183077	Tnks2	PB.FLNC.2114.2	2	13	0.076923077	0.26	0.943416472	Inactive	Minor	2.700439718	up
0.9318637274549099	Processing	coding	FSM	0.183333	Ttc38	PB.FLNC.16976.1	2	7	0.4	0.583333333	1.263034406	Minor	Major	1.807354922	up
0.8821917808219178	Processing	coding	FSM	0.183563	Parp16	PB.FLNC.17728.3	17	50	0.288135593	0.471698113	0.845277405	Minor	Major	1.556393349	up
0.8918032786885246	Processing	coding	FSM	0.183616	Capzb	PB.FLNC.14773.36	34	180	0.070981211	0.254596888	0.561684559	Inactive	Minor	2.404390255	up
1.0	Processing	coding	FSM	0.183803	Commd7	PB.FLNC.12213.18	16	60	0.41025641	0.594059406	1.372809264	Minor	Major	1.906890596	up
0.9825268817204301	Processing	coding	FSM	0.184752	Afap1	PB.FLNC.6111.31	4	16	0.054054054	0.23880597	-0.143364175	Inactive	Minor	2	up
0.9264705882352942	Processing	coding	FSM	0.185185	Dusp14	PB.FLNC.3260.8	0	5	0	0.185185185	0.231325546	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.185185	Pno1	PB.FLNC.6287.6	8	26	0.296296296	0.481481481	1	Minor	Major	1.700439718	up
0.8327645051194539	Processing	coding	FSM	0.1875	Elmod2	PB.FLNC.8806.2	0	6	0	0.1875	0.678071905	Inactive	Minor	Inf	up
0.9839449541284404	Processing	coding	FSM	0.187831	Usp12	PB.FLNC.4538.2	2	7	0.071428571	0.259259259	-0.05246742	Inactive	Minor	1.807354922	up
1.0	Processing	coding	FSM	0.188889	Plscr1	PB.FLNC.17932.2	5	21	0.277777778	0.466666667	1.321928095	Minor	Major	2.070389328	up
1.0	Processing	coding	FSM	0.190476	Ikbkg	PB.FLNC.19758.10	1	6	0.142857143	0.333333333	1.362570079	Minor	Major	2.584962501	up
1.0	APA	coding	FSM	0.190476	Ptgfrn	PB.FLNC.10213.55	2	16	0.095238095	0.285714286	1.415037499	Inactive	Minor	3	up
0.9752475247524752	Processing	coding	FSM	0.190765	Strada	PB.FLNC.3652.23	8	26	0.186046512	0.376811594	0.682259702	Minor	Major	1.700439718	up
0.9619805481874447	Processing	coding	FSM	0.194129	Pdgfra	PB.FLNC.5945.29	6	19	0.09375	0.287878788	0.044394119	Inactive	Major	1.662965013	up
0.8541176470588235	Processing	coding	FSM	0.194444	C1galt1	PB.FLNC.12738.11	2	8	0.055555556	0.25	-0.169925001	Inactive	Minor	2	up
1.0	Processing	coding	FSM	0.194805	Cln3	PB.FLNC.1404.3	1	6	0.090909091	0.285714286	0.932885804	Inactive	Minor	2.584962501	up
1.0	Processing	coding	FSM	0.196429	Slc12a2	PB.FLNC.8419.10	3	12	0.375	0.571428571	1.392317423	Minor	Major	2	up
0.9674185463659147	Processing	coding	FSM	0.196581	Nelfe	PB.FLNC.10645.20	2	12	0.111111111	0.307692308	1.115477217	Minor	Major	2.584962501	up
1.0	AS	coding	FSM	0.196721	Trmt61a	PB.FLNC.15911.7	0	12	0	0.196721311	1.175849835	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.19697	Mtus1	PB.FLNC.7346.16	2	8	0.166666667	0.363636364	0.874469118	Minor	Major	2	up
1.0	Processing	coding	FSM	0.197343	Kbtbd4	PB.FLNC.11664.1	3	15	0.096774194	0.294117647	0.718229032	Inactive	Minor	2.321928095	up
1.0	Processing	coding	FSM	0.197398	Col5a1	PB.FLNC.11216.60	20	72	0.162601626	0.36	0.701341684	Minor	Major	1.847996907	up
1.0	APA	coding	FSM	0.199828	Gnb5	PB.FLNC.17843.2	1	13	0.045454545	0.245283019	1.268488836	Inactive	Minor	3.700439718	up
0.9523809523809523	Processing	coding	FSM	0.19	Snrnp27	PB.FLNC.13194.25	1	6	0.05	0.24	0.321928095	Inactive	Minor	2.584962501	up
1.0	Processing	coding	FSM	0.1	Map3k3	PB.FLNC.3647.4	1	6	0.071428571	0.171428571	1.321928095	Inactive	Minor	2.584962501	up
1.0	Processing	coding	FSM	0.1	Mis12	PB.FLNC.3056.22	0	6	0	0.1	-0.115477217	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.200436	Btbd19	PB.FLNC.14399.55	2	7	0.058823529	0.259259259	-0.332575339	Inactive	Minor	1.807354922	up
0.9959595959595959	Processing	coding	FSM	0.201389	Trmt13	PB.FLNC.10336.23	1	5	0.111111111	0.3125	0.830074999	Minor	Major	2.321928095	up
0.8923303834808259	Processing	coding	FSM	0.202381	Ermard	PB.FLNC.302.8	2	8	0.083333333	0.285714286	0.222392421	Inactive	Minor	2	up
1.0	Processing	coding	FSM	0.202551	Pom121	PB.FLNC.4752.5	1	7	0.023255814	0.225806452	-0.472068444	Inactive	Minor	2.807354922	up
0.9865771812080537	Processing	coding	FSM	0.204545	Sdr39u1	PB.FLNC.6646.4	1	5	0.25	0.454545455	1.459431619	Minor	Major	2.321928095	up
0.945823927765237	Processing	coding	FSM	0.205128	Tada2a	PB.FLNC.3262.9	0	8	0	0.205128205	0.700439718	Inactive	Minor	Inf	up
